,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.09609,44.21469,75.57925,63.78296,68.10352,47.22738,68.05229,46.08351,33.209816
std,1.3803697,1.7775261,1.2919261,2.687793,1.7705348,2.1196508,1.3761625,1.8467268,1.6500683
