,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,71.35194,53.005707,75.660034,66.61544,69.09295,52.48745,71.79968,52.8669,30.333591
std,2.5830424,2.813589,2.4245968,3.567699,2.0452745,2.593887,1.8411124,2.3011491,3.7018962
