,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,61.967052,41.168644,67.75401,50.47312,64.36933,44.326015,61.02583,39.982872,37.900097
std,2.969987,3.3786354,1.6403984,2.022562,1.799654,2.2890272,1.1663569,1.905014,0.95816326
